행정구역구분명,행정구역명,총 인구수,인구소멸비율,시군구
시군,경기도 안성시 안성3동,22521,0.101,안성시안성3동
구,경기도 안양시 동안구,310321,0.114,안양시동안구
구,경기도 안양시 만안구,238639,0.107,안양시만안구
시군,경기도 양주시 회천4동,54335,0.128,양주시회천4동
시군,경기도 오산시,230657,0.119,오산시
구,경기도 용인시 기흥구 동백3동,24962,0.101,용인시기흥구동백3동
시군,경기도 용인시 수지구 상현1동,48517,0.119,용인시수지구상현1동
구,경기도 용인시 처인구 역삼동,44672,0.137,용인시처인구역삼동
시군,경기도 의왕시 내손1동,20895,0.108,의왕시내손1동
시군,경기도 의정부시,462588,0.108,의정부시
시군,경기도 이천시 관고동,10248,0.1,이천시관고동
시군,경기도 파주시 운정3동,85377,0.124,파주시운정3동
시군,경기도 평택시,551603,0.11,평택시
시군,경기도 포천시 선단동,14516,0.08,포천시선단동
구,경기도 하남시 미사1동,50720,0.184,하남시미사1동
시군,경기도 하남시 초이동,3614,0.079,하남시초이동
시군,경기도 화성시동탄출장소,0,,화성시동탄출장소
구,경기도 고양시 덕양구,480386,0.109,고양시덕양구
구,경기도 고양시 일산동구,300326,0.116,고양시일산동구
구,경기도 고양시 일산서구,299795,0.108,고양시일산서구
시군,경기도 과천시,69276,0.11,과천시
시군,경기도 광명시,295852,0.105,광명시
시군,경기도 광주시,384714,0.103,광주시
시군,경기도 구리시,194389,0.108,구리시
시군,경기도 군포시,270584,0.109,군포시
시군,경기도 김포시,483642,0.112,김포시
시군,경기도 남양주시,724183,0.098,남양주시
시군,경기도 동두천시,93354,0.082,동두천시
시군,경기도 부천시,810742,0.111,부천시
구,경기도 성남시 분당구,480014,0.118,성남시분당구
구,경기도 성남시 수정구,236873,0.111,성남시수정구
구,경기도 성남시 중원구,214767,0.109,성남시중원구
구,경기도 수원시 권선구,365208,0.121,수원시권선구
구,경기도 수원시 영통구,365506,0.142,수원시영통구
구,경기도 수원시 장안구,270373,0.107,수원시장안구
구,경기도 수원시 팔달구,183123,0.12,수원시팔달구
시군,경기도 시흥시,511314,0.116,시흥시
구,경기도 안산시 단원구,301941,0.115,안산시단원구
구,경기도 안산시 상록구,353174,0.113,안산시상록구
시군,경기도 안성시,189060,0.087,안성시
구,경기도 안양시 동안구,311512,0.114,안양시동안구
구,경기도 안양시 만안구,238391,0.107,안양시만안구
시군,경기도 양주시,235394,0.092,양주시
시군,경기도 여주시,112177,0.073,여주시
시군,경기도 오산시,230705,0.12,오산시
구,경기도 용인시 기흥구,439791,0.109,용인시기흥구
구,경기도 용인시 수지구,377158,0.112,용인시수지구
구,경기도 용인시 처인구,260877,0.099,용인시처인구
시군,경기도 의왕시,162215,0.11,의왕시
시군,경기도 의정부시,461523,0.108,의정부시
시군,경기도 이천시,220904,0.101,이천시
시군,경기도 파주시,472260,0.103,파주시
시군,경기도 평택시,549901,0.11,평택시
시군,경기도 포천시,147597,0.072,포천시
시군,경기도 하남시,305908,0.12,하남시
시군,경기도 화성시,870361,0.122,화성시
구,경기도 고양시 덕양구,480156,0.109,고양시덕양구
구,경기도 고양시 일산동구,300437,0.116,고양시일산동구
구,경기도 고양시 일산서구,300063,0.108,고양시일산서구
시군,경기도 과천시,69027,0.111,과천시
시군,경기도 광명시,295742,0.105,광명시
시군,경기도 광주시,384306,0.104,광주시
시군,경기도 구리시,194838,0.108,구리시
시군,경기도 군포시,270754,0.109,군포시
시군,경기도 김포시,482578,0.113,김포시
시군,경기도 남양주시,723215,0.099,남양주시
시군,경기도 동두천시,93292,0.082,동두천시
시군,경기도 부천시,811225,0.112,부천시
구,경기도 성남시 분당구,478685,0.118,성남시분당구
구,경기도 성남시 수정구,237729,0.111,성남시수정구
구,경기도 성남시 중원구,215212,0.109,성남시중원구
구,경기도 수원시 권선구,365384,0.122,수원시권선구
구,경기도 수원시 영통구,365887,0.142,수원시영통구
구,경기도 수원시 장안구,270807,0.107,수원시장안구
구,경기도 수원시 팔달구,182844,0.12,수원시팔달구
시군,경기도 시흥시,510833,0.116,시흥시
구,경기도 안산시 단원구,301980,0.115,안산시단원구
구,경기도 안산시 상록구,353575,0.114,안산시상록구
시군,경기도 안성시,188704,0.087,안성시
구,경기도 안양시 동안구,312419,0.115,안양시동안구
구,경기도 안양시 만안구,238331,0.106,안양시만안구
시군,경기도 양주시,235276,0.092,양주시
시군,경기도 여주시,111939,0.073,여주시
시군,경기도 오산시,230702,0.12,오산시
구,경기도 용인시 기흥구,439953,0.109,용인시기흥구
구,경기도 용인시 수지구,377350,0.112,용인시수지구
구,경기도 용인시 처인구,260398,0.1,용인시처인구
시군,경기도 의왕시,162239,0.11,의왕시
시군,경기도 의정부시,460923,0.108,의정부시
시군,경기도 이천시,219591,0.102,이천시
시군,경기도 파주시,471219,0.103,파주시
시군,경기도 평택시,548131,0.11,평택시
시군,경기도 포천시,147425,0.072,포천시
시군,경기도 하남시,302681,0.12,하남시
시군,경기도 화성시,867819,0.122,화성시
구,경기도 고양시 덕양구,479828,0.109,고양시덕양구
구,경기도 고양시 일산동구,300407,0.116,고양시일산동구
구,경기도 고양시 일산서구,300501,0.108,고양시일산서구
시군,경기도 과천시,68955,0.11,과천시
시군,경기도 광명시,295690,0.105,광명시
시군,경기도 광주시,383794,0.104,광주시
시군,경기도 구리시,195324,0.109,구리시
시군,경기도 군포시,271007,0.11,군포시
시군,경기도 김포시,481719,0.113,김포시
시군,경기도 남양주시,721767,0.099,남양주시
시군,경기도 동두천시,93289,0.082,동두천시
시군,경기도 부천시,812158,0.112,부천시
구,경기도 성남시 분당구,479217,0.119,성남시분당구
구,경기도 성남시 수정구,238336,0.111,성남시수정구
구,경기도 성남시 중원구,215314,0.109,성남시중원구
구,경기도 수원시 권선구,365778,0.122,수원시권선구
구,경기도 수원시 영통구,366207,0.142,수원시영통구
구,경기도 수원시 장안구,271170,0.107,수원시장안구
구,경기도 수원시 팔달구,182377,0.119,수원시팔달구
시군,경기도 시흥시,510098,0.116,시흥시
구,경기도 안산시 단원구,302114,0.115,안산시단원구
구,경기도 안산시 상록구,353702,0.114,안산시상록구
시군,경기도 안성시,188038,0.087,안성시
구,경기도 안양시 동안구,312958,0.115,안양시동안구
구,경기도 안양시 만안구,238231,0.107,안양시만안구
시군,경기도 양주시,234990,0.092,양주시
시군,경기도 여주시,111913,0.074,여주시
시군,경기도 오산시,230769,0.121,오산시
구,경기도 용인시 기흥구,439922,0.11,용인시기흥구
구,경기도 용인시 수지구,377406,0.113,용인시수지구
구,경기도 용인시 처인구,259445,0.1,용인시처인구
시군,경기도 의왕시,162227,0.11,의왕시
시군,경기도 의정부시,461077,0.108,의정부시
시군,경기도 이천시,219224,0.102,이천시
시군,경기도 파주시,470096,0.103,파주시
시군,경기도 평택시,546154,0.11,평택시
시군,경기도 포천시,147317,0.072,포천시
시군,경기도 하남시,301801,0.121,하남시
시군,경기도 화성시,864687,0.122,화성시
구,경기도 고양시 덕양구,479323,0.11,고양시덕양구
구,경기도 고양시 일산동구,300350,0.117,고양시일산동구
구,경기도 고양시 일산서구,301172,0.109,고양시일산서구
시군,경기도 과천시,68399,0.11,과천시
시군,경기도 광명시,295750,0.106,광명시
시군,경기도 광주시,383052,0.104,광주시
시군,경기도 구리시,195804,0.109,구리시
시군,경기도 군포시,271392,0.11,군포시
시군,경기도 김포시,480275,0.114,김포시
시군,경기도 남양주시,720282,0.099,남양주시
시군,경기도 동두천시,93351,0.083,동두천시
시군,경기도 부천시,813178,0.112,부천시
구,경기도 성남시 분당구,479988,0.119,성남시분당구
구,경기도 성남시 수정구,238984,0.111,성남시수정구
구,경기도 성남시 중원구,215336,0.11,성남시중원구
구,경기도 수원시 권선구,366553,0.122,수원시권선구
구,경기도 수원시 영통구,366770,0.143,수원시영통구
구,경기도 수원시 장안구,271918,0.107,수원시장안구
구,경기도 수원시 팔달구,180743,0.119,수원시팔달구
시군,경기도 시흥시,509115,0.117,시흥시
구,경기도 안산시 단원구,302351,0.115,안산시단원구
구,경기도 안산시 상록구,353508,0.114,안산시상록구
시군,경기도 안성시,187540,0.087,안성시
구,경기도 안양시 동안구,313257,0.115,안양시동안구
구,경기도 안양시 만안구,237879,0.107,안양시만안구
시군,경기도 양주시,234181,0.092,양주시
시군,경기도 여주시,111903,0.074,여주시
시군,경기도 오산시,230604,0.121,오산시
구,경기도 용인시 기흥구,440164,0.11,용인시기흥구
구,경기도 용인시 수지구,377127,0.113,용인시수지구
구,경기도 용인시 처인구,258130,0.1,용인시처인구
시군,경기도 의왕시,162443,0.111,의왕시
시군,경기도 의정부시,461143,0.108,의정부시
시군,경기도 이천시,218565,0.102,이천시
시군,경기도 파주시,468501,0.103,파주시
시군,경기도 평택시,544368,0.11,평택시
시군,경기도 포천시,147014,0.072,포천시
시군,경기도 하남시,300187,0.121,하남시
시군,경기도 화성시,860865,0.122,화성시
구,경기도 고양시 덕양구,479395,0.11,고양시덕양구
구,경기도 고양시 일산동구,300850,0.117,고양시일산동구
구,경기도 고양시 일산서구,302175,0.109,고양시일산서구
시군,경기도 과천시,67279,0.11,과천시
시군,경기도 광명시,296785,0.106,광명시
시군,경기도 광주시,382835,0.105,광주시
시군,경기도 구리시,196685,0.109,구리시
시군,경기도 군포시,272533,0.11,군포시
시군,경기도 김포시,479290,0.114,김포시
시군,경기도 남양주시,718434,0.099,남양주시
시군,경기도 동두천시,94318,0.082,동두천시
시군,경기도 부천시,816087,0.112,부천시
구,경기도 성남시 분당구,481474,0.12,성남시분당구
구,경기도 성남시 수정구,241217,0.111,성남시수정구
구,경기도 성남시 중원구,216128,0.109,성남시중원구
구,경기도 수원시 권선구,368157,0.123,수원시권선구
구,경기도 수원시 영통구,367986,0.143,수원시영통구
구,경기도 수원시 장안구,272823,0.107,수원시장안구
구,경기도 수원시 팔달구,177307,0.118,수원시팔달구
시군,경기도 시흥시,507681,0.117,시흥시
구,경기도 안산시 단원구,302738,0.115,안산시단원구
구,경기도 안산시 상록구,352962,0.113,안산시상록구
시군,경기도 안성시,187488,0.087,안성시
구,경기도 안양시 동안구,312808,0.115,안양시동안구
구,경기도 안양시 만안구,238131,0.106,안양시만안구
시군,경기도 양주시,233072,0.092,양주시
시군,경기도 여주시,112129,0.074,여주시
시군,경기도 오산시,230522,0.122,오산시
구,경기도 용인시 기흥구,440649,0.11,용인시기흥구
구,경기도 용인시 수지구,377204,0.113,용인시수지구
구,경기도 용인시 처인구,258065,0.101,용인시처인구
시군,경기도 의왕시,163208,0.111,의왕시
시군,경기도 의정부시,462619,0.108,의정부시
시군,경기도 이천시,218793,0.102,이천시
시군,경기도 파주시,467954,0.103,파주시
시군,경기도 평택시,544085,0.11,평택시
시군,경기도 포천시,147480,0.073,포천시
시군,경기도 하남시,298005,0.121,하남시
시군,경기도 화성시,859329,0.123,화성시
구,경기도 고양시 덕양구,478147,0.11,고양시덕양구
구,경기도 고양시 일산동구,300665,0.117,고양시일산동구
구,경기도 고양시 일산서구,302363,0.11,고양시일산서구
시군,경기도 과천시,64549,0.11,과천시
시군,경기도 광명시,297748,0.106,광명시
시군,경기도 광주시,382578,0.106,광주시
시군,경기도 구리시,197217,0.11,구리시
시군,경기도 군포시,273542,0.11,군포시
시군,경기도 김포시,477332,0.114,김포시
시군,경기도 남양주시,714822,0.099,남양주시
시군,경기도 동두천시,94443,0.083,동두천시
시군,경기도 부천시,817449,0.113,부천시
구,경기도 성남시 분당구,482064,0.12,성남시분당구
구,경기도 성남시 수정구,241568,0.111,성남시수정구
구,경기도 성남시 중원구,216142,0.109,성남시중원구
구,경기도 수원시 권선구,368686,0.123,수원시권선구
구,경기도 수원시 영통구,368633,0.144,수원시영통구
구,경기도 수원시 장안구,273324,0.108,수원시장안구
구,경기도 수원시 팔달구,175098,0.117,수원시팔달구
시군,경기도 시흥시,504935,0.117,시흥시
구,경기도 안산시 단원구,302836,0.116,안산시단원구
구,경기도 안산시 상록구,352897,0.114,안산시상록구
시군,경기도 안성시,187232,0.088,안성시
구,경기도 안양시 동안구,310660,0.115,안양시동안구
구,경기도 안양시 만안구,239070,0.107,안양시만안구
시군,경기도 양주시,231241,0.092,양주시
시군,경기도 여주시,112044,0.074,여주시
시군,경기도 오산시,230042,0.122,오산시
구,경기도 용인시 기흥구,440940,0.111,용인시기흥구
구,경기도 용인시 수지구,376332,0.113,용인시수지구
구,경기도 용인시 처인구,257773,0.101,용인시처인구
시군,경기도 의왕시,163585,0.111,의왕시
시군,경기도 의정부시,462499,0.108,의정부시
시군,경기도 이천시,218651,0.103,이천시
시군,경기도 파주시,466539,0.104,파주시
시군,경기도 평택시,540929,0.11,평택시
시군,경기도 포천시,147393,0.073,포천시
시군,경기도 하남시,295122,0.121,하남시
시군,경기도 화성시,857550,0.123,화성시
구,경기도 고양시 덕양구,476962,0.11,고양시덕양구
구,경기도 고양시 일산동구,299716,0.117,고양시일산동구
구,경기도 고양시 일산서구,302538,0.11,고양시일산서구
시군,경기도 과천시,63231,0.11,과천시
시군,경기도 광명시,298599,0.107,광명시
시군,경기도 광주시,382054,0.106,광주시
시군,경기도 구리시,197454,0.11,구리시
시군,경기도 군포시,273791,0.111,군포시
시군,경기도 김포시,473970,0.114,김포시
시군,경기도 남양주시,713321,0.1,남양주시
시군,경기도 동두천시,94353,0.083,동두천시
시군,경기도 부천시,818383,0.113,부천시
구,경기도 성남시 분당구,482232,0.12,성남시분당구
구,경기도 성남시 수정구,241701,0.112,성남시수정구
구,경기도 성남시 중원구,216131,0.11,성남시중원구
구,경기도 수원시 권선구,368645,0.124,수원시권선구
구,경기도 수원시 영통구,368842,0.144,수원시영통구
구,경기도 수원시 장안구,273661,0.108,수원시장안구
구,경기도 수원시 팔달구,174930,0.117,수원시팔달구
시군,경기도 시흥시,500895,0.117,시흥시
구,경기도 안산시 단원구,303027,0.116,안산시단원구
구,경기도 안산시 상록구,351888,0.114,안산시상록구
시군,경기도 안성시,187012,0.088,안성시
구,경기도 안양시 동안구,310614,0.115,안양시동안구
구,경기도 안양시 만안구,239413,0.107,안양시만안구
시군,경기도 양주시,230359,0.093,양주시
시군,경기도 여주시,111897,0.075,여주시
시군,경기도 오산시,229725,0.122,오산시
구,경기도 용인시 기흥구,440835,0.111,용인시기흥구
구,경기도 용인시 수지구,375843,0.114,용인시수지구
구,경기도 용인시 처인구,257498,0.101,용인시처인구
시군,경기도 의왕시,163795,0.112,의왕시
시군,경기도 의정부시,461710,0.108,의정부시
시군,경기도 이천시,218388,0.103,이천시
시군,경기도 파주시,465617,0.104,파주시
시군,경기도 평택시,537307,0.11,평택시
시군,경기도 포천시,147274,0.073,포천시
시군,경기도 하남시,293452,0.121,하남시
시군,경기도 화성시,855248,0.124,화성시
구,경기도 고양시 덕양구,476341,0.11,고양시덕양구
구,경기도 고양시 일산동구,298725,0.117,고양시일산동구
구,경기도 고양시 일산서구,302981,0.11,고양시일산서구
시군,경기도 과천시,62026,0.11,과천시
시군,경기도 광명시,300092,0.107,광명시
시군,경기도 광주시,381324,0.106,광주시
시군,경기도 구리시,197608,0.11,구리시
시군,경기도 군포시,274309,0.111,군포시
시군,경기도 김포시,469340,0.114,김포시
시군,경기도 남양주시,712900,0.1,남양주시
시군,경기도 동두천시,94199,0.083,동두천시
시군,경기도 부천시,819990,0.114,부천시
구,경기도 성남시 분당구,482614,0.121,성남시분당구
구,경기도 성남시 수정구,242157,0.112,성남시수정구
구,경기도 성남시 중원구,215975,0.11,성남시중원구
구,경기도 수원시 권선구,369150,0.124,수원시권선구
구,경기도 수원시 영통구,369146,0.144,수원시영통구
구,경기도 수원시 장안구,274148,0.108,수원시장안구
구,경기도 수원시 팔달구,174709,0.117,수원시팔달구
시군,경기도 시흥시,497925,0.117,시흥시
구,경기도 안산시 단원구,303868,0.116,안산시단원구
구,경기도 안산시 상록구,350342,0.114,안산시상록구
시군,경기도 안성시,186853,0.088,안성시
구,경기도 안양시 동안구,311349,0.115,안양시동안구
구,경기도 안양시 만안구,239947,0.108,안양시만안구
시군,경기도 양주시,230273,0.093,양주시
시군,경기도 여주시,111636,0.075,여주시
시군,경기도 오산시,229591,0.122,오산시
구,경기도 용인시 기흥구,440764,0.111,용인시기흥구
구,경기도 용인시 수지구,375947,0.114,용인시수지구
구,경기도 용인시 처인구,258079,0.101,용인시처인구
시군,경기도 의왕시,163978,0.112,의왕시
시군,경기도 의정부시,460390,0.108,의정부시
시군,경기도 이천시,219525,0.102,이천시
시군,경기도 파주시,464453,0.104,파주시
시군,경기도 평택시,534343,0.11,평택시
시군,경기도 포천시,147477,0.073,포천시
시군,경기도 하남시,291075,0.121,하남시
시군,경기도 화성시,853106,0.124,화성시
구,경기도 고양시 덕양구,474658,0.11,고양시덕양구
구,경기도 고양시 일산동구,298726,0.117,고양시일산동구
구,경기도 고양시 일산서구,303180,0.11,고양시일산서구
시군,경기도 과천시,62011,0.111,과천시
시군,경기도 광명시,302761,0.107,광명시
시군,경기도 광주시,380821,0.107,광주시
시군,경기도 구리시,197781,0.111,구리시
시군,경기도 군포시,274620,0.111,군포시
시군,경기도 김포시,467084,0.114,김포시
시군,경기도 남양주시,711815,0.1,남양주시
시군,경기도 동두천시,93915,0.083,동두천시
시군,경기도 부천시,821068,0.114,부천시
구,경기도 성남시 분당구,483016,0.121,성남시분당구
구,경기도 성남시 수정구,242451,0.112,성남시수정구
구,경기도 성남시 중원구,216013,0.11,성남시중원구
구,경기도 수원시 권선구,369314,0.125,수원시권선구
구,경기도 수원시 영통구,369161,0.145,수원시영통구
구,경기도 수원시 장안구,274480,0.108,수원시장안구
구,경기도 수원시 팔달구,174683,0.117,수원시팔달구
시군,경기도 시흥시,495391,0.117,시흥시
구,경기도 안산시 단원구,305118,0.116,안산시단원구
구,경기도 안산시 상록구,348265,0.114,안산시상록구
시군,경기도 안성시,186695,0.088,안성시
구,경기도 안양시 동안구,311790,0.115,안양시동안구
구,경기도 안양시 만안구,240364,0.108,안양시만안구
시군,경기도 양주시,230005,0.093,양주시
시군,경기도 여주시,111605,0.075,여주시
시군,경기도 오산시,229424,0.123,오산시
구,경기도 용인시 기흥구,440826,0.111,용인시기흥구
구,경기도 용인시 수지구,376309,0.114,용인시수지구
구,경기도 용인시 처인구,258355,0.101,용인시처인구
시군,경기도 의왕시,163960,0.112,의왕시
시군,경기도 의정부시,459418,0.108,의정부시
시군,경기도 이천시,219513,0.102,이천시
시군,경기도 파주시,463155,0.104,파주시
시군,경기도 평택시,531655,0.11,평택시
시군,경기도 포천시,147578,0.074,포천시
시군,경기도 하남시,288922,0.121,하남시
시군,경기도 화성시,850050,0.124,화성시
시군,경기도 가평군,62551,0.062,가평군
구,경기도 고양시 덕양구,473594,0.11,고양시덕양구
구,경기도 고양시 일산동구,298901,0.118,고양시일산동구
구,경기도 고양시 일산서구,303346,0.111,고양시일산서구
시군,경기도 과천시,61982,0.11,과천시
시군,경기도 광명시,305836,0.107,광명시
시군,경기도 광주시,380291,0.107,광주시
시군,경기도 구리시,197974,0.111,구리시
시군,경기도 군포시,274985,0.112,군포시
시군,경기도 김포시,463735,0.114,김포시
시군,경기도 남양주시,710433,0.101,남양주시
시군,경기도 동두천시,93901,0.083,동두천시
시군,경기도 부천시,822000,0.114,부천시
구,경기도 성남시 분당구,483601,0.121,성남시분당구
구,경기도 성남시 수정구,241803,0.112,성남시수정구
구,경기도 성남시 중원구,216379,0.11,성남시중원구
구,경기도 수원시 권선구,369755,0.125,수원시권선구
구,경기도 수원시 영통구,369381,0.145,수원시영통구
구,경기도 수원시 장안구,274911,0.109,수원시장안구
구,경기도 수원시 팔달구,174879,0.117,수원시팔달구
시군,경기도 시흥시,493005,0.118,시흥시
구,경기도 안산시 단원구,304870,0.117,안산시단원구
구,경기도 안산시 상록구,348635,0.114,안산시상록구
시군,경기도 안성시,186460,0.088,안성시
구,경기도 안양시 동안구,312682,0.115,안양시동안구
구,경기도 안양시 만안구,240604,0.108,안양시만안구
시군,경기도 양주시,229427,0.093,양주시
시군,경기도 양평군,118433,0.063,양평군
시군,경기도 여주시,111512,0.075,여주시
시군,경기도 연천군,43590,0.064,연천군
시군,경기도 오산시,229249,0.123,오산시
구,경기도 용인시 기흥구,440923,0.112,용인시기흥구
구,경기도 용인시 수지구,376319,0.114,용인시수지구
구,경기도 용인시 처인구,258455,0.101,용인시처인구
시군,경기도 의왕시,163720,0.112,의왕시
시군,경기도 의정부시,458273,0.108,의정부시
시군,경기도 이천시,219531,0.103,이천시
시군,경기도 파주시,461314,0.105,파주시
시군,경기도 평택시,529140,0.11,평택시
시군,경기도 포천시,147803,0.074,포천시
시군,경기도 하남시,287452,0.121,하남시
구,경기도 하남시 천현동,7869,0.083,하남시천현동
시군,경기도 화성시,846850,0.125,화성시
시군,경기도 가평군,62605,0.062,가평군
구,경기도 고양시 덕양구,473689,0.111,고양시덕양구
구,경기도 고양시 일산동구,299138,0.118,고양시일산동구
구,경기도 고양시 일산서구,303579,0.111,고양시일산서구
시군,경기도 과천시,61902,0.111,과천시
시군,경기도 광명시,308678,0.108,광명시
시군,경기도 광주시,379480,0.107,광주시
시군,경기도 구리시,197889,0.111,구리시
시군,경기도 군포시,275508,0.112,군포시
시군,경기도 김포시,458505,0.113,김포시
시군,경기도 남양주시,709881,0.101,남양주시
시군,경기도 동두천시,93968,0.084,동두천시
시군,경기도 부천시,822865,0.115,부천시
구,경기도 성남시 분당구,484656,0.122,성남시분당구
구,경기도 성남시 수정구,239043,0.112,성남시수정구
구,경기도 성남시 중원구,216969,0.11,성남시중원구
구,경기도 수원시 권선구,370337,0.125,수원시권선구
구,경기도 수원시 영통구,369690,0.145,수원시영통구
구,경기도 수원시 장안구,274984,0.109,수원시장안구
구,경기도 수원시 팔달구,175063,0.117,수원시팔달구
시군,경기도 시흥시,489077,0.118,시흥시
구,경기도 안산시 단원구,304835,0.117,안산시단원구
구,경기도 안산시 상록구,348898,0.115,안산시상록구
시군,경기도 안성시,186104,0.088,안성시
구,경기도 안양시 동안구,313911,0.116,안양시동안구
구,경기도 안양시 만안구,240946,0.108,안양시만안구
시군,경기도 양주시,229052,0.093,양주시
시군,경기도 양평군,118372,0.063,양평군
시군,경기도 여주시,111438,0.076,여주시
시군,경기도 연천군,43542,0.064,연천군
시군,경기도 오산시,228768,0.123,오산시
구,경기도 용인시 기흥구,441109,0.112,용인시기흥구
구,경기도 용인시 수지구,376259,0.114,용인시수지구
구,경기도 용인시 처인구,258291,0.101,용인시처인구
시군,경기도 의왕시,162751,0.11,의왕시
시군,경기도 의정부시,456660,0.108,의정부시
시군,경기도 이천시,219537,0.103,이천시
시군,경기도 파주시,459158,0.105,파주시
시군,경기도 평택시,527166,0.11,평택시
시군,경기도 포천시,147854,0.074,포천시
시군,경기도 하남시,285693,0.12,하남시
시군,경기도 화성시,842864,0.125,화성시
시군,경기도 가평군,62632,0.063,가평군
구,경기도 고양시 덕양구,474118,0.111,고양시덕양구
구,경기도 고양시 일산동구,299328,0.118,고양시일산동구
구,경기도 고양시 일산서구,303901,0.111,고양시일산서구
시군,경기도 과천시,61717,0.111,과천시
시군,경기도 광명시,311119,0.108,광명시
시군,경기도 광주시,378723,0.108,광주시
시군,경기도 구리시,198212,0.112,구리시
시군,경기도 군포시,275995,0.112,군포시
시군,경기도 김포시,451842,0.113,김포시
시군,경기도 남양주시,709247,0.101,남양주시
시군,경기도 동두천시,93985,0.084,동두천시
시군,경기도 부천시,824675,0.115,부천시
구,경기도 성남시 분당구,485843,0.122,성남시분당구
구,경기도 성남시 수정구,234993,0.111,성남시수정구
구,경기도 성남시 중원구,218146,0.11,성남시중원구
구,경기도 수원시 권선구,370548,0.126,수원시권선구
구,경기도 수원시 영통구,369970,0.146,수원시영통구
구,경기도 수원시 장안구,275479,0.109,수원시장안구
구,경기도 수원시 팔달구,175247,0.117,수원시팔달구
시군,경기도 시흥시,484164,0.118,시흥시
구,경기도 안산시 단원구,304904,0.117,안산시단원구
구,경기도 안산시 상록구,349189,0.115,안산시상록구
시군,경기도 안성시,185544,0.088,안성시
구,경기도 안양시 동안구,315083,0.116,안양시동안구
구,경기도 안양시 만안구,241478,0.109,안양시만안구
시군,경기도 양주시,227972,0.093,양주시
시군,경기도 양평군,117931,0.063,양평군
시군,경기도 여주시,111400,0.076,여주시
시군,경기도 연천군,43566,0.065,연천군
시군,경기도 오산시,228323,0.124,오산시
구,경기도 용인시 기흥구,441190,0.112,용인시기흥구
구,경기도 용인시 수지구,376046,0.115,용인시수지구
구,경기도 용인시 처인구,257732,0.102,용인시처인구
시군,경기도 의왕시,163049,0.11,의왕시
시군,경기도 의정부시,455671,0.108,의정부시
시군,경기도 이천시,218954,0.103,이천시
시군,경기도 파주시,456788,0.105,파주시
시군,경기도 평택시,525378,0.11,평택시
시군,경기도 포천시,147809,0.074,포천시
시군,경기도 하남시,284507,0.12,하남시
시군,경기도 화성시,839493,0.125,화성시
시군,경기도 가평군,62662,0.063,가평군
구,경기도 고양시 덕양구,473812,0.111,고양시덕양구
구,경기도 고양시 일산동구,299323,0.119,고양시일산동구
구,경기도 고양시 일산서구,303861,0.111,고양시일산서구
시군,경기도 과천시,61309,0.11,과천시
시군,경기도 광명시,312774,0.109,광명시
시군,경기도 광주시,377525,0.108,광주시
시군,경기도 구리시,198461,0.112,구리시
시군,경기도 군포시,276039,0.113,군포시
시군,경기도 김포시,449039,0.113,김포시
시군,경기도 남양주시,707485,0.101,남양주시
시군,경기도 동두천시,94143,0.084,동두천시
시군,경기도 부천시,825700,0.115,부천시
구,경기도 성남시 분당구,486534,0.122,성남시분당구
구,경기도 성남시 수정구,234729,0.111,성남시수정구
구,경기도 성남시 중원구,218485,0.11,성남시중원구
구,경기도 수원시 권선구,370648,0.126,수원시권선구
구,경기도 수원시 영통구,369551,0.146,수원시영통구
구,경기도 수원시 장안구,275875,0.11,수원시장안구
구,경기도 수원시 팔달구,175468,0.117,수원시팔달구
시군,경기도 시흥시,481430,0.118,시흥시
구,경기도 안산시 단원구,304936,0.117,안산시단원구
구,경기도 안산시 상록구,349514,0.115,안산시상록구
시군,경기도 안성시,185305,0.089,안성시
구,경기도 안양시 동안구,316187,0.117,안양시동안구
구,경기도 안양시 만안구,241830,0.109,안양시만안구
시군,경기도 양주시,226015,0.093,양주시
시군,경기도 양평군,117701,0.063,양평군
시군,경기도 여주시,111341,0.076,여주시
시군,경기도 연천군,43618,0.065,연천군
시군,경기도 오산시,228111,0.124,오산시
구,경기도 용인시 기흥구,440831,0.112,용인시기흥구
구,경기도 용인시 수지구,375366,0.115,용인시수지구
구,경기도 용인시 처인구,256918,0.102,용인시처인구
시군,경기도 의왕시,163622,0.111,의왕시
시군,경기도 의정부시,455520,0.109,의정부시
시군,경기도 이천시,218465,0.103,이천시
시군,경기도 파주시,456073,0.105,파주시
시군,경기도 평택시,523881,0.11,평택시
시군,경기도 포천시,148015,0.074,포천시
시군,경기도 하남시,283256,0.12,하남시
시군,경기도 화성시,836662,0.125,화성시
시군,경기도 가평군,62566,0.063,가평군
구,경기도 고양시 덕양구,473322,0.111,고양시덕양구
구,경기도 고양시 일산동구,299302,0.119,고양시일산동구
구,경기도 고양시 일산서구,303555,0.111,고양시일산서구
시군,경기도 과천시,60790,0.11,과천시
시군,경기도 광명시,314413,0.109,광명시
시군,경기도 광주시,376753,0.108,광주시
시군,경기도 구리시,198883,0.113,구리시
시군,경기도 군포시,275902,0.113,군포시
시군,경기도 김포시,447038,0.113,김포시
시군,경기도 남양주시,706444,0.102,남양주시
시군,경기도 동두천시,94097,0.084,동두천시
시군,경기도 부천시,826093,0.116,부천시
구,경기도 성남시 분당구,487032,0.123,성남시분당구
구,경기도 성남시 수정구,234702,0.112,성남시수정구
구,경기도 성남시 중원구,218785,0.11,성남시중원구
