book_name,author,price
전공이 보이는 미분적분학: FOR ELECTRICAL & ELECTRONIC ENGINEERS,장윤석,22000
"IT CookBook, Play 포토샵",원다예,22000
"IT CookBook, 엑셀과 파워포인트 2013 개정판",강동진 외 4,22000
한국경제의 이해,주성환,25000
"IT CookBook, C C++로 배우는 자료구조론",주우석,23000
"IT CookBook, 광통신 공학 : MATLAB과 함께하는 광통신 시스템",이종형,28000
글로벌경영론,박기안,27000
"IT CookBook, 디지털 영상처리 입문 : 오감을 자극하는 3차원 입체 학습","신종홍 , 장선봉 , 지인호",25000
"IT CookBook, 엑셀 2013 : 기본 기능부터 실무 활용까지",하숙정,20000
"IT CookBook, 컴퓨터 활용과 실습 : 컴퓨터 기초, 한글 2014, 엑셀 2013, 파워포인트 2013",김주영,22000
"IT CookBook, 핵심이 보이는 신호 및 시스템 : 기본 이론부터 MATLAB 실습까지",이철희,28000
"IT CookBook, 실전에 강한 PLC : 기본 이론부터 실습까지",정완보,20000
"IT CookBook, 원리로 이해하는 통신이론 : Analog & Digital Communications",한동석,24000
"IT CookBook, 파워포인트 2013 : 기본 기능부터 프레젠테이션 스킬까지 한번에!","채종서 , 차유빈",20000
"IT CookBook, Compact C 프로그래밍",김충석,24000
"IT CookBook, 한글 2014 for Beginner",양숙희,10000
"IT CookBook, 엑셀 2013 for Beginner",양숙희,10000
"IT CookBook, 워드 2013 for Beginner",최희식,10000
"IT CookBook, 파워포인트 2013 for Beginner",최희식,10000
이자론 중심으로 배우는 금융수학 : 보험계리사 시험 대비,이재원,26000
"IT CookBook, 쉽게 배우는 유전 알고리즘 : 진화적 접근법",문병로,23000
"IT CookBook, 컴퓨터 아키텍처 : 컴퓨터 구조 및 동작 원리",우종정,26000
"IT CookBook, 초보자의 첫 번째 한글 2010",양숙희,10000
"IT CookBook, C 언어로 배우는 8051 마이크로프로세서",임석구,25000
"IT CookBook, 회로이론 : Circuits","Fawwaz T. Ulaby , Michel M. Maharbiz",34000
"Introduction To Algorithms, Third Edition","토머스 코멘 , 찰스 레이서손 , 로날드 리베스트 , 클리포드 스타인",47000
공학 기초수학 : Basic Mathematics for Engineering,함남우,18000
"IT CookBook, 컴퓨터 비전",오일석,35000
설계 프로세스로 배우는 창의적 공학설계,노승환,20000
"IT CookBook, 빅데이터 컴퓨팅 기술","박두순 , 문양세 , 박영호 , 윤찬현 , 정영식 , 장형석",22000
"IT CookBook, 단계별로 배우는 전자회로 실험 : 기본 소자부터 응용 회로까지",이강윤,22000
"IT CookBook, CMOS 디지털 집적회로 설계 : 기본 이론부터 실습까지",신경욱,26000
"IT CookBook, 인터넷 이해와 활용 : 인터넷 기초부터 홈페이지 제작까지(개정2판)","안치현 , 김형철",22000
"IT CookBook, 엑셀 2010 실무와 활용",전미진,19000
"IT CookBook, 엑셀과 파워포인트 2010 실무와 활용","전미진 , 고경희",21000
"IT CookBook, 파워포인트 2010 실무와 활용",고경희,19000
"IT CookBook, 초보자의 첫 번째 워드 2010",최희식,10000
"IT CookBook, New 인터넷 이해와 활용",김경신,25000
"IT CookBook, 실감나게 배우는 제어공학","한수희 , 이영삼 , 권보규 , 권오규 , 권욱현",28000
"IT CookBook, 디지털 공학 : 논리회로의 설계 원리","김대정 , 모현선",28000
대학수학 Plus : University Mathematics,이재원,26000
연구조사방법론 SPSS와 AMOS 활용(개정증보판),강병서,24000
혁신시대의 경쟁력 강화를 위한 경영전략,민경호,23000
갈등관리와 협상,신군재,15000
"IT CookBook, 단계별로 따라하며 배우는 디지털 공학 실험","이승호 , 민경옥",22000
기초 확률과 통계 : BASIC PROBABILITY & STATISTICS,박대수,18000
"IT CookBook, 전자기학 : ELECTROMAGNETICS","Arlon T. Adams , Jay Kyoon Lee(이재균)",30000
"IT CookBook, OpenGL로 배우는 3차원 컴퓨터 그래픽스",주우석,38000
"IT CookBook, 인공지능 개론",마이클 네그네빗스키,25000
"IT CookBook, 현대 반도체 소자 공학 : Modern Semiconductor Devices for Integrated Circuits",첸밍 후(Chenming Calvin Hu),25000
"IT CookBook, enjoy design 포토샵 CS6",이영주,25000
"IT CookBook, TCP/IP 윈도우 소켓 프로그래밍",김선우,25000
"IT CookBook, 초보자의 첫 번째 파워포인트 2010",최희식,10000
"IT CookBook, 전자회로 : 핵심 개념부터 응용까지","강문식 , 신경욱",32000
"IT CookBook, 마이크로컨트롤러 AVR ATmega128 : 상태도를 이용한 시스템 설계",이상설,29000
"IT CookBook, 자바로 배우는 쉬운 자료구조",이지영,24800
"IT CookBook, 프로그래밍 언어론 : 쉽게 배우는 언어의 원리와 구조","김종훈 , 김종진",20000
"IT CookBook, C++ 하이킹 : 객체지향과 만나는 여행","성윤정 , 김태은",25000
"IT CookBook, 반도체 공학 연습문제 풀이집",김동명,22000
"IT CookBook, C 프로그래밍","강동진, 하숙정, 임수연, 송무희, 박보석",24000
"IT CookBook, 컴퓨터 활용 : 윈도우 7, 한글 2010, 엑셀 2010, 파워포인트 2010","김주영 , 정영준",21000
"IT CookBook, 초보자의 첫 번째 엑셀 2010",양숙희,10000
"IT CookBook, 개념이 보이는 물리전자공학",이현용,24000
문제해결력을 키우는 이공계 글쓰기 : 발표와 토론까지,한성우,18000
Essential Calculus,James Stewart,36000
의사결정회계,정재권,28000
"IT CookBook, 디지털 통신 시스템 : Digital Communication Systems","정호영 , 임승각",25000
인간관계론,"유기현 , 송병선 , 권용만",25000
